91520136,E21,9044977,Smoke Investigation (Outside),06/01/2009,06/01/2009,Other,06/01/2009 11:58:10 AM,PARKER AV/TURK BL,SF,94118,B05,21,4565,3,3,3,false,,1,ENGINE,1,5,1,Lone Mountain/USF,"(37.7778268618081, -122.453384994886)",091520136-E21,5.0333333
91520171,68,9044995,Medical Incident,06/01/2009,06/01/2009,Code 2 Transport,06/01/2009 03:01:01 PM,1600 Block of 7TH AVE,SF,94122,B08,20,7329,3,3,3,true,,1,MEDIC,1,8,7,Inner Sunset,"(37.7576481057506, -122.463788674586)",091520171-68,1.1666666
91520196,E11,9045019,Medical Incident,06/01/2009,06/01/2009,Other,06/01/2009 02:15:45 PM,24TH ST/FOLSOM ST,SF,94110,B06,07,5526,3,3,3,true,,1,ENGINE,3,6,9,Mission,"(37.7525060662321, -122.414086032423)",091520196-E11,3.5166667
91520203,B06,9045025,Structure Fire,06/01/2009,06/01/2009,Other,06/01/2009 02:43:01 PM,2900 Block of 22ND ST,SF,94110,B06,07,5473,3,3,3,false,,1,CHIEF,7,6,9,Mission,"(37.7558539813017, -122.412751250793)",091520203-B06,3.7833333
91520283,E06,9045083,Medical Incident,06/01/2009,06/01/2009,Other,06/01/2009 06:48:02 PM,0 Block of RONDEL PL,SF,94103,B02,07,5236,E,E,3,true,,1,ENGINE,2,2,9,Mission,"(37.7643357809244, -122.421249543257)",091520283-E06,2.6333334
91520302,B02,9045101,Structure Fire,06/01/2009,06/01/2009,Other,06/01/2009 07:53:55 PM,200 Block of HYDE ST,SF,94102,B02,03,1554,3,3,3,false,,1,CHIEF,6,2,6,Tenderloin,"(37.7830590618212, -122.41571987823)",091520302-B02,2.0666666
91520322,B06,9045116,Alarms,06/01/2009,06/01/2009,Other,06/01/2009 09:16:20 PM,3300 Block of FOLSOM ST,SF,94110,B06,11,5663,3,3,3,false,,1,CHIEF,3,6,9,Bernal Heights,"(37.7446454002739, -122.413397162913)",091520322-B06,3.6333334
91520325,T08,9045119,Structure Fire,06/01/2009,06/01/2009,Other,06/01/2009 09:26:15 PM,1200 Block of INDIANA ST,SF,94107,B10,25,2573,3,3,3,false,,1,TRUCK,10,10,10,Potrero Hill,"(37.7539362428116, -122.390732816042)",091520325-T08,3.6166666
91520328,E21,9045122,Medical Incident,06/01/2009,06/01/2009,Other,06/01/2009 09:29:07 PM,0 Block of NIDO AVE,SF,94115,B05,21,4363,3,3,3,false,,1,ENGINE,1,5,2,Lone Mountain/USF,"(37.7793587013031, -122.446139455834)",091520328-E21,3.1833334
91520329,72,9045123,Citizen Assist / Service Call,06/01/2009,06/01/2009,Code 2 Transport,06/01/2009 10:30:28 PM,3800 Block of 18TH ST,SF,94114,B02,06,5421,3,3,3,true,,1,MEDIC,2,2,8,Castro/Upper Market,"(37.7612772987761, -122.429469068918)",091520329-72,10.233334
