52920002,RS2,5078578,Structure Fire,10/19/2005,10/18/2005,Other,10/19/2005 12:53:50 AM,INGALLS ST/VAN DYKE AV,SF,94124,B10,17,6651,3,3,3,false,,1,RESCUE SQUAD,12,10,10,Bayview Hunters Point,"(37.7259856664173, -122.386800107579)",052920002-RS2,9.716666
52920015,M03,5078590,Medical Incident,10/19/2005,10/18/2005,Code 2 Transport,10/19/2005 02:34:35 AM,200 Block of EDDY ST,SF,94102,B03,01,1453,2,2,2,true,,1,MEDIC,1,3,6,Tenderloin,"(37.7839825587491, -122.411762530716)",052920015-M03,2.3666666
52920017,E36,5078592,Medical Incident,10/19/2005,10/18/2005,Other,10/19/2005 02:35:20 AM,1200 Block of MARKET ST,SF,94103,B02,36,2337,E,E,3,true,,1,ENGINE,1,2,6,South of Market,"(37.7780365108208, -122.415429100912)",052920017-E36,3.2666667
52920023,E05,5078597,Medical Incident,10/19/2005,10/18/2005,Other,10/19/2005 05:25:23 AM,1200 Block of LAGUNA ST,SF,94109,B02,05,3366,3,3,3,false,,1,ENGINE,2,2,5,Western Addition,"(37.7827632279224, -122.427469164142)",052920023-E05,3.9
52920050,E48,5078611,Medical Incident,10/19/2005,10/18/2005,Other,10/19/2005 07:02:04 AM,400 Block of 12TH AVE,SF,94118,B07,31,7146,3,3,3,true,,1,ENGINE,5,7,1,Inner Richmond,"(37.7797653569334, -122.470573108741)",052920050-E48,3.55
52920087,E19,5078624,Alarms,10/19/2005,10/19/2005,Other,,500 Block of JOHN MUIR DR,SF,94132,B08,19,8714,3,3,3,false,,1,ENGINE,1,8,7,Lakeshore,"(37.714334813698, -122.492047871678)",052920087-E19,2.3
52920148,T03,5078660,Medical Incident,10/19/2005,10/19/2005,Other,10/19/2005 11:52:34 AM,700 Block of OFARRELL ST,SF,94109,B04,03,1642,3,3,3,false,,1,TRUCK,1,2,6,Tenderloin,"(37.7852173616307, -122.417069611395)",052920148-T03,2.6
52920149,M05,5078661,Medical Incident,10/19/2005,10/19/2005,Code 2 Transport,10/19/2005 12:14:50 PM,GOUGH ST/PAGE ST,SF,94102,B02,36,3313,1,1,2,true,,1,MEDIC,1,2,5,Hayes Valley,"(37.7740849742485, -122.422407118095)",052920149-M05,3.0666666
52920159,M36,5078666,Medical Incident,10/19/2005,10/19/2005,Code 2 Transport,10/19/2005 12:53:14 PM,2400 Block of MISSION ST,SF,94110,B06,07,5446,3,3,3,true,,1,MEDIC,3,6,9,Mission,"(37.7576134671742, -122.419025267752)",052920159-M36,3.2666667
52920186,E01,5078685,Structure Fire,10/19/2005,10/19/2005,Other,10/19/2005 01:11:46 PM,0 Block of PERRY ST,SF,94107,B03,08,2175,3,3,3,true,,1,ENGINE,9,3,6,Financial District/South Beach,"(37.7827239702919, -122.396167865037)",052920186-E01,2.25
52920187,A206,5078686,Medical Incident,10/19/2005,10/19/2005,Code 2 Transport,10/19/2005 02:10:15 PM,800 Block of OFARRELL ST,SF,94109,B04,03,1642,E,E,3,false,,1,PRIVATE,2,2,6,Tenderloin,"(37.7850094895368, -122.418713807613)",052920187-A206,4.6833334
52920189,M05,5078688,Medical Incident,10/19/2005,10/19/2005,Other,10/19/2005 01:20:29 PM,800 Block of 42ND AVE,SF,94121,B07,34,7271,E,E,3,true,,1,MEDIC,4,7,1,Outer Richmond,"(37.7726678105606, -122.502536496797)",052920189-M05,3.2333333
52920248,E03,5078719,Medical Incident,10/19/2005,10/19/2005,Other,10/19/2005 03:37:57 PM,HYDE ST/MCALLISTER ST,SF,94102,B02,03,1553,3,3,3,true,,1,ENGINE,2,2,6,Tenderloin,"(37.7807191768764, -122.415315616471)",052920248-E03,4.616667
52920263,B08,5078729,Alarms,10/19/2005,10/19/2005,Fire,10/19/2005 04:20:22 PM,2300 Block of 42ND AVE,SF,94116,B08,18,7644,3,3,3,false,,1,CHIEF,3,8,4,Sunset/Parkside,"(37.7428985268684, -122.500329262918)",052920263-B08,2.0166667
52920298,M01,5078751,Medical Incident,10/19/2005,10/19/2005,Code 2 Transport,10/19/2005 06:49:39 PM,800 Block of HOWARD ST,SF,94103,B03,01,2214,3,3,3,true,,1,MEDIC,1,3,6,South of Market,"(37.7824182864419, -122.403869611535)",052920298-M01,2.5666666
52920305,B08,5078756,Structure Fire,10/19/2005,10/19/2005,Other,,1500 Block of 34TH AVE,SF,94122,B08,18,7563,3,3,3,false,,1,CHIEF,4,8,4,Sunset/Parkside,"(37.7581876986896, -122.492940498177)",052920305-B08,1.5833334
52920349,M07,5078789,Medical Incident,10/19/2005,10/19/2005,No Merit,10/19/2005 09:07:00 PM,0 Block of WHITNEY ST,SF,94131,B06,11,5574,2,3,3,true,,1,MEDIC,1,6,8,Glen Park,"(37.7408461318086, -122.427696841023)",052920349-M07,4.266667
52920352,M05,5078792,Medical Incident,10/19/2005,10/19/2005,Code 2 Transport,10/19/2005 09:35:57 PM,100 Block of FELL ST,SF,94102,B02,36,3213,1,1,2,true,,1,MEDIC,1,2,5,Hayes Valley,"(37.7762095925877, -122.420316347942)",052920352-M05,3.2833333
52920360,T06,5078800,Medical Incident,10/19/2005,10/19/2005,Other,10/19/2005 09:30:17 PM,400 Block of VALENCIA ST,SF,94103,B02,06,5226,3,3,3,false,,1,TRUCK,2,2,9,Mission,"(37.7661343875141, -122.421935077177)",052920360-T06,3.1333334
52930002,E08,5078827,Medical Incident,10/20/2005,10/19/2005,Other,10/20/2005 12:22:28 AM,7TH ST/BRYANT ST,SF,94103,B03,08,2311,3,3,3,true,,1,ENGINE,2,3,6,South of Market,"(37.7742810407569, -122.404748493756)",052930002-E08,2.8333333
52930031,T06,5078850,Medical Incident,10/20/2005,10/19/2005,Other,10/20/2005 02:15:49 AM,400 Block of VALENCIA ST,SF,94103,B02,06,5226,3,3,3,false,,1,TRUCK,3,2,8,Mission,"(37.7661259454801, -122.42207304894)",052930031-T06,6.1833334
52930032,T13,5078849,Alarms,10/20/2005,10/19/2005,Other,10/20/2005 02:16:44 AM,200 Block of JACKSON ST,SF,94111,B01,13,1156,3,3,3,false,,1,TRUCK,3,1,3,Financial District/South Beach,"(37.7969058696574, -122.400105396177)",052930032-T13,4.016667
52930043,M17,5078860,Medical Incident,10/20/2005,10/19/2005,Code 2 Transport,10/20/2005 05:24:13 AM,0 Block of NICHOLS WAY,SF,94124,B10,17,6573,3,3,3,true,,1,MEDIC,2,10,10,Bayview Hunters Point,"(37.7194008333885, -122.387234795761)",052930043-M17,3.8333333
52930077,M32,5078883,Medical Incident,10/20/2005,10/19/2005,Patient Declined Transport,10/20/2005 08:14:39 AM,800 Block of ELLSWORTH ST,SF,94110,B06,32,5643,3,3,3,true,,1,MEDIC,1,6,9,Bernal Heights,"(37.7329246461891, -122.416428557838)",052930077-M32,3.35
