122460168,RA48,12081335,Medical Incident,09/02/2012,09/02/2012,Other,09/02/2012 11:35:12 AM,300 Block of CALIFORNIA AVE,TI,94130,B03,48,2931,3,3,3,false,Potentially Life-Threatening,1,MEDIC,1,None,6,Treasure Island,"(37.819133465858, -122.368294852041)",122460168-RA48,3.6
122460189,E18,12081352,Medical Incident,09/02/2012,09/02/2012,Other,09/02/2012 01:07:35 PM,1500 Block of 26TH AVE,SF,94122,B08,18,7475,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,8,4,Sunset/Parkside,"(37.758571942844, -122.48423074364)",122460189-E18,3.1
122460216,E05,12081376,Outside Fire,09/02/2012,09/02/2012,Fire,09/02/2012 01:52:04 PM,FILLMORE ST/FELL ST,SF,94117,B05,05,3532,3,3,3,true,Fire,1,ENGINE,1,2,5,Hayes Valley,"(37.774902830471, -122.431011539466)",122460216-E05,1.4333333
122460252,88,12081410,Medical Incident,09/02/2012,09/02/2012,Code 2 Transport,09/02/2012 04:30:03 PM,HARRISON ST/13TH ST,SF,94103,B02,36,5112,1,1,2,true,Non Life-threatening,1,MEDIC,1,2,6,Mission,"(37.7695020049208, -122.413385239835)",122460252-88,1.05
122460260,E31,12081417,Medical Incident,09/02/2012,09/02/2012,Other,09/02/2012 03:45:46 PM,GEARY BL/4TH AV,SF,94118,B07,31,7116,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,7,1,Inner Richmond,"(37.781110995698, -122.462139277182)",122460260-E31,1.5833334
122460267,KM04,12081425,Medical Incident,09/02/2012,09/02/2012,No Merit,09/02/2012 04:22:17 PM,ANDOVER ST/NEWMAN ST,SF,94110,B06,32,5742,2,2,2,false,Non Life-threatening,1,PRIVATE,1,6,9,Bernal Heights,"(37.7376684235272, -122.416574951888)",122460267-KM04,3.3666666
122460293,89,12081449,Medical Incident,09/02/2012,09/02/2012,Code 2 Transport,09/02/2012 06:00:32 PM,800 Block of 3RD ST,SF,94107,B03,08,2150,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,3,6,Mission Bay,"(37.7777952144617, -122.391523076807)",122460293-89,0.98333335
122460297,E36,12081453,Medical Incident,09/02/2012,09/02/2012,Unable to Locate,09/02/2012 05:37:23 PM,LINDEN ST/OCTAVIA ST,SF,94102,B02,36,3265,2,2,2,true,Potentially Life-Threatening,1,ENGINE,3,2,5,Hayes Valley,"(37.7762013997184, -122.424565012622)",122460297-E36,3.0666666
122460299,92,12081454,Medical Incident,09/02/2012,09/02/2012,Code 2 Transport,09/02/2012 06:36:21 PM,1400 Block of MCALLISTER ST,SF,94115,B05,05,3642,2,3,3,true,Potentially Life-Threatening,1,MEDIC,2,5,5,Western Addition,"(37.7781638388054, -122.435885318986)",122460299-92,4.9666667
122460302,93,12081457,Medical Incident,09/02/2012,09/02/2012,Other,09/02/2012 05:58:42 PM,500 Block of CAMBRIDGE ST,SF,94134,B09,43,6151,2,2,2,true,Non Life-threatening,1,MEDIC,2,9,9,Portola,"(37.7246014563756, -122.417723435873)",122460302-93,4.7833333
122460308,KM09,12081463,Medical Incident,09/02/2012,09/02/2012,Code 2 Transport,09/02/2012 07:39:39 PM,1500 Block of 18TH AVE,SF,94122,B08,22,7423,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,8,7,Inner Sunset,"(37.7589435555381, -122.47580028939)",122460308-KM09,3.1666667
122460310,B02,12081465,Structure Fire,09/02/2012,09/02/2012,Other,09/02/2012 06:37:32 PM,900 Block of HOWARD ST,SF,94103,B03,01,2252,3,3,3,false,Fire,1,CHIEF,4,3,6,South of Market,"(37.78026973391, -122.406390271833)",122460310-B02,2.3833334
122460310,T08,12081465,Structure Fire,09/02/2012,09/02/2012,Other,09/02/2012 06:21:42 PM,900 Block of HOWARD ST,SF,94103,B03,01,2252,3,3,3,false,Fire,1,TRUCK,9,3,6,South of Market,"(37.78026973391, -122.406390271833)",122460310-T08,2.4333334
122460311,E34,12081466,Medical Incident,09/02/2012,09/02/2012,Other,09/02/2012 07:12:08 PM,1000 Block of POINT LOBOS AVE,SF,94121,B07,34,7314,2,2,2,true,Potentially Life-Threatening,1,ENGINE,1,7,1,Outer Richmond,"(37.7784851093699, -122.513648358636)",122460311-E34,2.95
122460312,AM18,12081467,Medical Incident,09/02/2012,09/02/2012,Code 2 Transport,09/02/2012 07:08:03 PM,3100 Block of 16TH ST,SF,94110,B02,06,5235,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,2,8,Mission,"(37.7647586086861, -122.423602301722)",122460312-AM18,1.7
122460316,96,12081470,Medical Incident,09/02/2012,09/02/2012,Other,,100 Block of FRANCISCO ST,SF,94133,B01,28,1225,2,2,2,true,Non Life-threatening,1,MEDIC,2,1,3,North Beach,"(37.8054738067872, -122.407570127181)",122460316-96,4.8166666
122460331,E23,12081485,Medical Incident,09/02/2012,09/02/2012,Other,09/02/2012 07:24:18 PM,1300 Block of 39TH AVE,SF,94122,B08,23,7626,2,2,2,false,Non Life-threatening,1,ENGINE,1,8,4,Sunset/Parkside,"(37.7616832994128, -122.498558977966)",122460331-E23,4.5
122460344,T18,12081496,Structure Fire,09/02/2012,09/02/2012,Other,09/02/2012 07:37:16 PM,41ST AV/NORIEGA ST,SF,94122,B08,18,7633,3,3,3,false,Alarm,1,TRUCK,2,8,4,Sunset/Parkside,"(37.7532010612329, -122.500044865619)",122460344-T18,1.1166667
122460362,E03,12081513,Outside Fire,09/02/2012,09/02/2012,Other,09/02/2012 08:44:36 PM,200 Block of POWELL ST,SF,94102,B01,01,1363,3,3,3,true,Fire,1,ENGINE,1,1,3,Financial District/South Beach,"(37.7868930732367, -122.408063130974)",122460362-E03,3.1833334
122460368,83,12081515,Traffic Collision,09/02/2012,09/02/2012,Code 2 Transport,09/02/2012 10:00:44 PM,30TH ST/MISSION ST,SF,94110,B06,32,5625,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,6,9,Bernal Heights,"(37.7423753990809, -122.421968761697)",122460368-83,0.96666664
122460369,AM22,12081516,Medical Incident,09/02/2012,09/02/2012,Code 2 Transport,09/02/2012 10:03:28 PM,VAN NESS AV/GROVE ST,SF,94102,B02,36,3165,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,2,5,Hayes Valley,"(37.7782510164623, -122.419883231639)",122460369-AM22,3.4833333
122460370,68,12081517,Medical Incident,09/02/2012,09/02/2012,Code 2 Transport,09/02/2012 10:08:45 PM,1100 Block of MARKET ST,SF,94102,B02,01,2309,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,2,6,Tenderloin,"(37.7796660426062, -122.41371122073)",122460370-68,2.3333333
122460392,94,12081536,Medical Incident,09/02/2012,09/02/2012,Code 2 Transport,09/02/2012 11:47:42 PM,0 Block of TURK ST,SF,94102,B03,01,1365,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,3,6,Tenderloin,"(37.7833862379382, -122.409853729941)",122460392-94,1.0333333
122460404,E03,12081548,Medical Incident,09/02/2012,09/02/2012,Other,09/02/2012 11:33:48 PM,700 Block of OFARRELL ST,SF,94109,B04,03,1642,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,6,Tenderloin,"(37.7852173616307, -122.417069611395)",122460404-E03,2.9666667
122470050,67,12081599,Medical Incident,09/03/2012,09/02/2012,Other,09/03/2012 05:06:33 AM,600 Block of MISSION ST,SF,94105,B03,01,2178,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,3,6,Financial District/South Beach,"(37.7865888590763, -122.401692292616)",122470050-67,3.7333333
122470057,93,12081606,Medical Incident,09/03/2012,09/02/2012,Code 2 Transport,09/03/2012 07:12:48 AM,6TH ST/HARRISON ST,SF,94103,B03,08,2254,2,2,2,true,Non Life-threatening,1,MEDIC,2,3,6,South of Market,"(37.7772727011897, -122.404070256526)",122470057-93,3.2666667
122470065,T06,12081613,Structure Fire,09/03/2012,09/02/2012,Other,09/03/2012 07:00:44 AM,14TH ST/MISSION ST,SF,94103,B02,36,5215,3,3,3,false,Alarm,1,TRUCK,2,2,9,Mission,"(37.7682736543413, -122.419981513232)",122470065-T06,3.4833333
122470082,T01,12081629,Alarms,09/03/2012,09/03/2012,Other,09/03/2012 09:17:58 AM,300 Block of CLEMENTINA ST,SF,94103,B03,01,2215,3,3,3,false,Alarm,1,TRUCK,1,3,6,South of Market,"(37.7820387146172, -122.40232147638)",122470082-T01,4.0833335
122470121,RS1,12081661,Medical Incident,09/03/2012,09/03/2012,Other,09/03/2012 11:38:53 AM,0 Block of 6TH ST,SF,94103,B03,01,2251,E,2,2,false,Non Life-threatening,1,RESCUE SQUAD,1,3,6,South of Market,"(37.7811458612596, -122.409026046516)",122470121-RS1,1.4
122470139,60,12081679,Medical Incident,09/03/2012,09/03/2012,Code 2 Transport,09/03/2012 02:10:31 PM,200 Block of WILLIAMS AVE,SF,94124,B10,42,6474,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,10,10,Bayview Hunters Point,"(37.7299346936044, -122.397744427103)",122470139-60,2.9833333
122470147,E15,12081686,Outside Fire,09/03/2012,09/03/2012,Other,09/03/2012 01:19:40 PM,800 Block of CAYUGA AVE,SF,94112,B09,15,8274,3,3,3,true,Fire,1,ENGINE,1,9,11,Outer Mission,"(37.7244686448895, -122.438350027274)",122470147-E15,1.8666667
122470179,92,12081716,Traffic Collision,09/03/2012,09/03/2012,Code 3 Transport,09/03/2012 04:24:44 PM,200 Block of ALEMANY BLVD,SF,94110,B10,25,2612,2,2,2,true,Non Life-threatening,1,MEDIC,2,10,9,Bernal Heights,"(37.7351501389095, -122.410360631063)",122470179-92,1.55
122470203,E03,12081738,Medical Incident,09/03/2012,09/03/2012,Other,09/03/2012 05:22:49 PM,1000 Block of POLK ST,SF,94109,B04,03,3121,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,4,6,Tenderloin,"(37.7861172118379, -122.419854245692)",122470203-E03,1.8
